Timestamp,Relative Humidity (%)
07/20/2018 13:56:28,7.2
07/20/2018 13:56:30,7.2
07/20/2018 13:56:32,7.2
07/20/2018 13:56:34,7.2
07/20/2018 13:56:36,7.4
07/20/2018 13:56:38,7.4
07/20/2018 13:56:40,7.2
07/20/2018 13:56:42,7.2
07/20/2018 13:56:44,7.2
07/20/2018 13:56:46,7.2
07/20/2018 13:56:48,7.2
07/20/2018 13:56:50,7.2
07/20/2018 13:56:52,7.2
07/20/2018 13:56:54,6.9
07/20/2018 13:56:56,7.4
07/20/2018 13:56:58,7.2
07/20/2018 13:57:00,7.2
07/20/2018 13:57:02,7.2
07/20/2018 13:57:04,7.2
07/20/2018 13:57:06,7.2
07/20/2018 13:57:08,7.2
07/20/2018 13:57:10,7.2
07/20/2018 13:57:12,7.2
07/20/2018 13:57:14,7.2
07/20/2018 13:57:16,7.2
07/20/2018 13:57:18,7.2
07/20/2018 13:57:20,7.2
07/20/2018 13:57:22,7.4
07/20/2018 13:57:24,7.2
07/20/2018 13:57:27,7.2
07/20/2018 13:57:29,7.4
07/20/2018 13:57:31,7.4
07/20/2018 13:57:33,7.2
07/20/2018 13:57:35,7.2
07/20/2018 13:57:37,7.2
07/20/2018 13:57:39,7.2
07/20/2018 13:57:41,7.2
07/20/2018 13:57:43,7.2
07/20/2018 13:57:45,7.2
07/20/2018 13:57:47,7.2
07/20/2018 13:57:49,7.2
07/20/2018 13:57:51,7.2
07/20/2018 13:57:53,7.2
07/20/2018 13:57:55,7.2
07/20/2018 13:57:57,6.9
07/20/2018 13:57:59,7.2
07/20/2018 13:58:01,7.2
07/20/2018 13:58:03,7.2
07/20/2018 13:58:05,7.2
07/20/2018 13:58:07,7.2
07/20/2018 13:58:09,7.2
07/20/2018 13:58:11,7.2
07/20/2018 13:58:13,7.2
07/20/2018 13:58:15,7.2
07/20/2018 13:58:17,7.2
07/20/2018 13:58:19,7.2
07/20/2018 13:58:21,7.2
07/20/2018 13:58:23,7.2
07/20/2018 13:58:25,6.9
07/20/2018 13:58:27,7.2
07/20/2018 13:58:29,7.2
07/20/2018 13:58:31,7.2
07/20/2018 13:58:33,7.2
07/20/2018 13:58:35,7.2
07/20/2018 13:58:37,7.2
07/20/2018 13:58:39,7.4
07/20/2018 13:58:41,7.2
07/20/2018 13:58:43,7.2
07/20/2018 13:58:45,7.2
07/20/2018 13:58:47,7.4
07/20/2018 13:58:49,7.2
07/20/2018 13:58:51,7.2
07/20/2018 13:58:53,7.2
07/20/2018 13:58:55,6.9
07/20/2018 13:58:57,7.2
07/20/2018 13:58:59,7.2
07/20/2018 13:59:01,7.2
07/20/2018 13:59:03,7.2
07/20/2018 13:59:05,7.2
07/20/2018 13:59:07,7.2
07/20/2018 13:59:09,7.2
07/20/2018 13:59:11,7.2
07/20/2018 13:59:13,7.2
07/20/2018 13:59:15,7.2
07/20/2018 13:59:17,7.2
07/20/2018 13:59:19,7.2
07/20/2018 13:59:21,7.2
07/20/2018 13:59:23,7.2
07/20/2018 13:59:25,7.2
07/20/2018 13:59:27,6.9
07/20/2018 13:59:29,7.2
07/20/2018 13:59:31,7.2
07/20/2018 13:59:33,7.2
07/20/2018 13:59:35,7.2
07/20/2018 13:59:37,7.2
07/20/2018 13:59:39,7.2
07/20/2018 13:59:41,6.9
07/20/2018 13:59:43,7.2
07/20/2018 13:59:45,6.5
07/20/2018 13:59:47,7.2
07/20/2018 13:59:49,7.2
07/20/2018 13:59:51,7.2
07/20/2018 13:59:53,7.2
07/20/2018 13:59:55,7.2
07/20/2018 13:59:57,7.2
07/20/2018 13:59:59,7.2
07/20/2018 14:00:01,7.2
07/20/2018 14:00:03,7.2
07/20/2018 14:00:05,7.2
07/20/2018 14:00:07,6.9
07/20/2018 14:00:09,7.2
07/20/2018 14:00:11,7.2
07/20/2018 14:00:13,7.2
07/20/2018 14:00:15,7.2
07/20/2018 14:00:17,7.2
07/20/2018 14:00:19,7.2
07/20/2018 14:00:21,6.9
07/20/2018 14:00:23,7.4
07/20/2018 14:00:25,6.9
07/20/2018 14:00:27,6.9
07/20/2018 14:00:29,7.2
07/20/2018 14:00:31,7.4
07/20/2018 14:00:33,7.2
07/20/2018 14:00:35,7.2
07/20/2018 14:00:37,7.2
07/20/2018 14:00:39,7.2
07/20/2018 14:00:41,7.2
07/20/2018 14:00:43,7.2
07/20/2018 14:00:45,7.2
07/20/2018 14:00:47,7.2
07/20/2018 14:00:49,7.2
07/20/2018 14:00:51,7.4
07/20/2018 14:00:53,6.9
07/20/2018 14:00:55,7.4
07/20/2018 14:00:57,7.2
07/20/2018 14:00:59,7.2
07/20/2018 14:01:01,7.2
07/20/2018 14:01:03,6.9
07/20/2018 14:01:05,7.2
07/20/2018 14:01:07,7.2
07/20/2018 14:01:09,7.2
07/20/2018 14:01:11,6.9
07/20/2018 14:01:13,7.4
07/20/2018 14:01:15,7.2
07/20/2018 14:01:17,7.2
07/20/2018 14:01:19,7.2
07/20/2018 14:01:21,7.2
07/20/2018 14:01:23,7.2
07/20/2018 14:01:25,6.9
07/20/2018 14:01:27,7.2
07/20/2018 14:01:29,7.2
07/20/2018 14:01:31,7.2
07/20/2018 14:01:33,7.2
07/20/2018 14:01:35,7.2
07/20/2018 14:01:37,7.2
07/20/2018 14:01:39,7.2
07/20/2018 14:01:41,7.2
07/20/2018 14:01:43,7.2
07/20/2018 14:01:45,7.2
07/20/2018 14:01:47,7.2
07/20/2018 14:01:49,7.2
07/20/2018 14:01:51,7.2
07/20/2018 14:01:53,7.2
07/20/2018 14:01:55,7.2
07/20/2018 14:01:57,7.2
07/20/2018 14:01:59,7.4
07/20/2018 14:02:02,7.2
07/20/2018 14:02:04,6.9
07/20/2018 14:02:06,7.2
07/20/2018 14:02:08,7.2
07/20/2018 14:02:10,7.2
07/20/2018 14:02:12,7.2
07/20/2018 14:02:14,7.2
07/20/2018 14:02:16,6.9
07/20/2018 14:02:18,7.2
07/20/2018 14:02:20,7.2
07/20/2018 14:02:22,7.4
07/20/2018 14:02:24,7.2
07/20/2018 14:02:26,7.2
07/20/2018 14:02:28,7.2
07/20/2018 14:02:30,7.4
07/20/2018 14:02:32,7.2
07/20/2018 14:02:34,7.2
07/20/2018 14:02:36,6.9
07/20/2018 14:02:38,7.2
07/20/2018 14:02:40,7.2
07/20/2018 14:02:42,7.2
07/20/2018 14:02:44,7.2
07/20/2018 14:02:46,7.2
07/20/2018 14:02:48,7.2
07/20/2018 14:02:50,7.2
07/20/2018 14:02:52,7.2
07/20/2018 14:02:54,7.2
07/20/2018 14:02:56,7.2
07/20/2018 14:02:58,7.2
07/20/2018 14:03:00,7.2
07/20/2018 14:03:02,6.9
07/20/2018 14:03:04,7.2
07/20/2018 14:03:06,7.2
07/20/2018 14:03:08,7.2
07/20/2018 14:03:10,7.2
07/20/2018 14:03:12,7.2
07/20/2018 14:03:14,7.2
07/20/2018 14:03:16,7.2
07/20/2018 14:03:18,7.2
07/20/2018 14:03:20,7.2
07/20/2018 14:03:22,7.2
07/20/2018 14:03:24,7.2
07/20/2018 14:03:26,7.2
07/20/2018 14:03:28,7.2
07/20/2018 14:03:30,7.2
07/20/2018 14:03:32,7.2
07/20/2018 14:03:34,7.2
07/20/2018 14:03:36,7.4
07/20/2018 14:03:38,7.2
07/20/2018 14:03:40,7.2
07/20/2018 14:03:42,7.2
07/20/2018 14:03:44,7.2
07/20/2018 14:03:46,7.2
07/20/2018 14:03:48,7.2
07/20/2018 14:03:50,7.2
07/20/2018 14:03:52,7.2
07/20/2018 14:03:54,7.2
07/20/2018 14:03:56,7.2
07/20/2018 14:03:58,7.2
07/20/2018 14:04:00,7.2
07/20/2018 14:04:02,7.2
07/20/2018 14:04:04,7.2
07/20/2018 14:04:06,7.2
07/20/2018 14:04:08,7.2
07/20/2018 14:04:10,7.4
07/20/2018 14:04:12,7.2
07/20/2018 14:04:14,7.2
07/20/2018 14:04:16,7.2
07/20/2018 14:04:18,7.4
07/20/2018 14:04:20,7.2
07/20/2018 14:04:22,7.2
07/20/2018 14:04:24,7.2
07/20/2018 14:04:26,7.2
07/20/2018 14:04:28,7.2
07/20/2018 14:04:30,7.2
07/20/2018 14:04:32,7.2
07/20/2018 14:04:34,7.2
07/20/2018 14:04:36,7.2
07/20/2018 14:04:38,7.2
07/20/2018 14:04:40,7.2
07/20/2018 14:04:42,7.2
07/20/2018 14:04:44,7.2
07/20/2018 14:04:46,7.2
07/20/2018 14:04:48,7.2
07/20/2018 14:04:50,7.2
07/20/2018 14:04:52,7.2
07/20/2018 14:04:54,7.2
07/20/2018 14:04:56,7.2
07/20/2018 14:04:58,7.2
07/20/2018 14:05:00,7.2
07/20/2018 14:05:02,7.2
07/20/2018 14:05:04,7.2
07/20/2018 14:05:06,7.2
07/20/2018 14:05:08,7.2
07/20/2018 14:05:10,7.2
07/20/2018 14:05:12,7.2
07/20/2018 14:05:14,7.2
07/20/2018 14:05:16,7.2
07/20/2018 14:05:18,7.2
07/20/2018 14:05:20,7.2
07/20/2018 14:05:22,7.2
07/20/2018 14:05:24,7.2
07/20/2018 14:05:26,7.2
07/20/2018 14:05:28,7.2
07/20/2018 14:05:30,7.2
07/20/2018 14:05:32,7.2
07/20/2018 14:05:34,6.9
07/20/2018 14:05:36,7.2
07/20/2018 14:05:38,6.9
07/20/2018 14:05:40,7.2
07/20/2018 14:05:42,7.2
07/20/2018 14:05:44,7.2
07/20/2018 14:05:46,7.2
07/20/2018 14:05:48,7.2
07/20/2018 14:05:51,7.2
07/20/2018 14:05:53,7.2
07/20/2018 14:05:55,7.2
07/20/2018 14:05:57,7.2
07/20/2018 14:05:59,7.2
07/20/2018 14:06:01,7.2
07/20/2018 14:06:03,7.2
07/20/2018 14:06:05,7.2
07/20/2018 14:06:07,7.2
07/20/2018 14:06:09,7.2
07/20/2018 14:06:11,7.2
07/20/2018 14:06:13,7.2
07/20/2018 14:06:15,7.2
07/20/2018 14:06:17,7.2
07/20/2018 14:06:19,7.2
07/20/2018 14:06:21,7.2
07/20/2018 14:06:23,7.2
07/20/2018 14:06:25,7.2
07/20/2018 14:06:27,6.9
07/20/2018 14:06:29,7.2
07/20/2018 14:06:31,7.2
07/20/2018 14:06:33,7.2
07/20/2018 14:06:35,7.2
07/20/2018 14:06:37,7.2
07/20/2018 14:06:39,7.2
07/20/2018 14:06:41,7.2
07/20/2018 14:06:43,7.2
07/20/2018 14:06:45,6.9
07/20/2018 14:06:47,6.9
07/20/2018 14:06:49,7.2
07/20/2018 14:06:51,7.2
07/20/2018 14:06:53,7.2
07/20/2018 14:06:55,7.2
07/20/2018 14:06:57,7.2
07/20/2018 14:06:59,7.2
07/20/2018 14:07:01,7.2
07/20/2018 14:07:03,7.2
07/20/2018 14:07:05,7.2
07/20/2018 14:07:07,7.2
07/20/2018 14:07:09,7.2
07/20/2018 14:07:11,6.9
07/20/2018 14:07:13,7.2
07/20/2018 14:07:15,7.2
07/20/2018 14:07:17,7.2
07/20/2018 14:07:19,7.2
07/20/2018 14:07:21,7.2
07/20/2018 14:07:23,6.9
07/20/2018 14:07:25,6.9
07/20/2018 14:07:27,6.7
07/20/2018 14:07:29,7.2
07/20/2018 14:07:31,6.9
07/20/2018 14:07:33,6.9
07/20/2018 14:07:35,7.2
07/20/2018 14:07:37,7.2
07/20/2018 14:07:39,7.2
07/20/2018 14:07:41,7.2
07/20/2018 14:07:43,7.2
07/20/2018 14:07:45,7.2
07/20/2018 14:07:47,6.9
07/20/2018 14:07:49,6.9
07/20/2018 14:07:51,7.2
07/20/2018 14:07:53,7.2
07/20/2018 14:07:55,6.9
07/20/2018 14:07:57,7.2
07/20/2018 14:07:59,7.2
07/20/2018 14:08:01,6.9
07/20/2018 14:08:03,7.2
07/20/2018 14:08:05,4.5
07/20/2018 14:08:07,7.2
07/20/2018 14:08:09,6.9
07/20/2018 14:08:11,7.2
07/20/2018 14:08:14,7.2
07/20/2018 14:08:16,7.2
07/20/2018 14:08:18,7.2
07/20/2018 14:08:20,7.2
07/20/2018 14:08:22,7.2
07/20/2018 14:08:24,7.2
07/20/2018 14:08:26,7.2
07/20/2018 14:08:28,7.2
07/20/2018 14:08:30,7.4
07/20/2018 14:08:32,7.2
07/20/2018 14:08:34,7.2
07/20/2018 14:08:36,7.2
07/20/2018 14:08:38,7.2
07/20/2018 14:08:40,7.2
07/20/2018 14:08:42,7.2
07/20/2018 14:08:44,7.2
07/20/2018 14:08:46,7.2
07/20/2018 14:08:48,7.2
07/20/2018 14:08:50,6.9
07/20/2018 14:08:52,7.2
07/20/2018 14:08:54,7.2
07/20/2018 14:08:56,7.2
07/20/2018 14:08:58,7.2
07/20/2018 14:09:00,7.4
07/20/2018 14:09:02,7.2
07/20/2018 14:09:04,7.2
07/20/2018 14:09:06,7.2
07/20/2018 14:09:08,7.2
07/20/2018 14:09:10,7.4
07/20/2018 14:09:12,7.2
07/20/2018 14:09:14,7.2
07/20/2018 14:09:16,7.2
07/20/2018 14:09:18,7.2
07/20/2018 14:09:20,6.9
07/20/2018 14:09:22,7.2
07/20/2018 14:09:24,6.9
07/20/2018 14:09:26,7.2
07/20/2018 14:09:28,7.2
07/20/2018 14:09:30,7.2
07/20/2018 14:09:32,7.2
07/20/2018 14:09:34,6.9
07/20/2018 14:09:36,7.2
07/20/2018 14:09:38,7.2
07/20/2018 14:09:40,7.2
07/20/2018 14:09:42,7.2
07/20/2018 14:09:44,7.2
07/20/2018 14:09:46,7.2
07/20/2018 14:09:48,7.2
07/20/2018 14:09:50,7.2
07/20/2018 14:09:52,7.2
07/20/2018 14:09:54,7.2
07/20/2018 14:09:56,7.2
07/20/2018 14:09:59,7.2
07/20/2018 14:10:01,7.2
07/20/2018 14:10:03,7.2
07/20/2018 14:10:05,7.2
07/20/2018 14:10:07,6.9
07/20/2018 14:10:09,7.2
07/20/2018 14:10:11,7.2
07/20/2018 14:10:13,7.2
07/20/2018 14:10:15,7.2
07/20/2018 14:10:17,7.2
07/20/2018 14:10:19,7.2
07/20/2018 14:10:21,7.2
07/20/2018 14:10:23,7.2
07/20/2018 14:10:25,7.2
07/20/2018 14:10:27,7.2
07/20/2018 14:10:29,7.2
07/20/2018 14:10:31,7.2
07/20/2018 14:10:33,7.2
07/20/2018 14:10:35,7.2
07/20/2018 14:10:37,6.9
07/20/2018 14:10:39,7.2
07/20/2018 14:10:41,7.2
07/20/2018 14:10:46,7.2
07/20/2018 14:10:49,7.4
07/20/2018 14:10:51,7.2
07/20/2018 14:10:53,7.2
07/20/2018 14:10:55,7.2
07/20/2018 14:10:57,6.9
07/20/2018 14:10:59,7.2
07/20/2018 14:11:01,7.2
07/20/2018 14:11:03,6.9
07/20/2018 14:11:05,7.2
07/20/2018 14:11:07,7.2
